movieCd,link,imgurl,rate,감독,연도,제목,비고
20176251,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164172,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164172_P08_114039.jpg,8.19,"['강효진', '강효진|']","['2019', '2018']","['내안의 그놈', '내안의 그놈']",동명영화 없음
20189463,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152632,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152632_P19_104759.jpg,8.68,"['리치 무어', '필 존스턴|리치 무어|']","['2019', '2018']","['주먹왕 랄프 2: 인터넷 속으로', '주먹왕 랄프 2: 인터넷 속으로']",동명영화 없음
20182544,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163826,https://ssl.pstatic.net/imgmovie/mdi/mit110/1638/163826_P07_174644.jpg,7.40,"['M. 나이트 샤말란', 'M. 나이트 샤말란']","['2019', '2018']","['글래스', '글래스']",fit
20186324,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144318,https://ssl.pstatic.net/imgmovie/mdi/mit110/1443/144318_P19_100103.jpg,9.31,"['이춘백', '오성윤|이춘백']","['2019', '2018']","['언더독', '언더독']",fit
20185485,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156464,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156464_P49_182103.jpg,9.42,"['브라이언 싱어', '브라이언 싱어|']","['2018', '2018']","['보헤미안 랩소디', '보헤미안 랩소디']",동명영화 없음
20189385,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168056,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168056_P10_100606.jpg,7.19,"['안드레스 코투리어', '안드레스 코투리어|토드 레스닉']","['2019', '2018']","['몬스터 파크', '몬스터 파크']",fit
20180290,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151153,https://ssl.pstatic.net/imgmovie/mdi/mit110/1511/151153_P19_095147.jpg,8.35,"['제임스 완', '제임스 완']","['2018', '2018']","['아쿠아맨', '아쿠아맨']",fit
20183915,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180372,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180372_P16_101254.jpg,9.14,"['최신규', '최신규|유재운|']","['2019', '2018']","['극장판 공룡메카드: 타이니소어의 섬', '극장판 공룡메카드: 타이니소어의 섬']",동명영화 없음
20182588,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172137,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172137_P12_134909.jpg,6.05,"['호소다 마모루', '호소다 마모루']","['2019', '2018']","['미래의 미라이', '미래의 미라이']",fit
20186281,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164139,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164139_P12_153521.jpg,8.09,"['트래비스 나이트', '트래비스 나이트']","['2018', '2018']","['범블비', '범블비']",fit
20170658,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166092,https://ssl.pstatic.net/imgmovie/mdi/mit110/1660/166092_P35_104446.jpg,5.21,"['김병우', '김병우|']","['2018', '2018']","['PMC: 더 벙커', 'PMC: 더 벙커']",동명영화 없음
20175547,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164101,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164101_P62_155759.jpg,8.36,"['강형철', '강형철']","['2018', '2018']","['스윙키즈', '스윙키즈']",fit
20183785,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180379,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180379_P32_111508.jpg,9.13,"['한상호', '한상호|']","['2018', '2018']","['점박이 한반도의 공룡2 : 새로운 낙원', '점박이 한반도의 공룡2 : 새로운 낙원']",동명영화 없음
20184187,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152344,https://ssl.pstatic.net/imgmovie/mdi/mit110/1523/152344_P75_112734.jpg,5.56,"['임경택', '임경택']","['2019', '2018']","['언니', '언니']",fit
20182421,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150688,https://ssl.pstatic.net/imgmovie/mdi/mit110/1506/150688_P30_101919.jpg,8.33,"['스콧 모시어', '야로우 체니|스콧 모지어']","['2018', '2018']","['그린치', '그린치']",fit
20168773,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157297,https://ssl.pstatic.net/imgmovie/mdi/mit110/1572/157297_P23_134212.jpg,6.33,"['우민호', '우민호']","['2018', '2017']","['마약왕', '마약왕']",fit
20183479,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172975,https://ssl.pstatic.net/imgmovie/mdi/mit110/1729/172975_P10_141815.jpg,8.29,"['타카하시 와타루', '타카하시 와타루|']","['2018', '2018']","['극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~', '극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~']",동명영화 없음
20183238,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171725,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171725_P18_175530.jpg,9.21,"['밥 퍼시케티', '밥 퍼시케티|피터 램지|로드니 로스맨|']","['2018', '2018']","['스파이더맨: 뉴 유니버스', '스파이더맨: 뉴 유니버스']",동명영화 없음
20177552,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164192,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164192_P45_134107.jpg,8.16,"['최국희', '최국희|']","['2018', '2018']","['국가부도의 날', '국가부도의 날']",동명영화 없음
20179230,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171755,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171755_P39_140011.jpg,6.01,"['이권', '이권']","['2018', '2018']","['도어락', '도어락']",fit
20183375,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172187,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172187_P19_110125.jpg,8.97,"['야지마 테츠오', '야지마 테츠오|']","['2018', '2018']","['극장판 포켓몬스터 모두의 이야기', '극장판 포켓몬스터 모두의 이야기']",동명영화 없음
20189843,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158622,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158622_P18_142307.jpg,7.16,"['라세 할스트롬', '라세 할스트롬|조 존스톤|']","['2018', '2018']","['호두까기 인형과 4개의 왕국', '호두까기 인형과 4개의 왕국']",동명영화 없음
20182082,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171452,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171452_P19_174244.jpg,7.81,"['폴 페이그', '폴 페이그|']","['2018', '2018']","['부탁 하나만 들어줘', '부탁 하나만 들어줘']",동명영화 없음
20178825,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156496,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156496_P24_153246.jpg,6.15,"['크리스찬 리버스', '크리스찬 리버스|']","['2018', '2018']","['모털 엔진', '모털 엔진']",동명영화 없음
20183745,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180384,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180384_P14_152246.jpg,7.73,"['윤준상', '윤준상|']","['2018', '2018']","['런닝맨 : 풀룰루의 역습', '런닝맨 : 풀룰루의 역습']",동명영화 없음
20177538,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167638,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167638_P71_133542.jpg,8.63,"['이재규', '이재규']","['2018', '2018']","['완벽한 타인', '완벽한 타인']",fit
20184481,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174835,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174835_P26_105639.jpg,7.52,"['김민호', '김민호']","['2018', '2018']","['성난황소', '성난황소']",fit
20181905,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144266,https://ssl.pstatic.net/imgmovie/mdi/mit110/1442/144266_P15_111933.jpg,6.61,"['오토 바서스트', '오토 바서스트']","['2018', '2018']","['후드', '후드']",fit
20176814,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154255,https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154255_P24_095824.jpg,6.18,"['데이빗 예이츠', '데이빗 예이츠|']","['2018', '2018']","['신비한 동물들과 그린델왈드의 범죄', '신비한 동물들과 그린델왈드의 범죄']",동명영화 없음
20183073,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144906,https://ssl.pstatic.net/imgmovie/mdi/mit110/1449/144906_P15_103017.jpg,9.53,"['라세 할스트롬', '라세 할스트롬|']","['2018', '2017']","['베일리 어게인', '베일리 어게인']",동명영화 없음
20181171,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173692,https://ssl.pstatic.net/imgmovie/mdi/mit110/1736/173692_P12_102159.jpg,9.17,"['앤드류 하얏트', '앤드류 하얏트']","['2018', '2018']","['바울', '바울']",fit
20183007,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161868,https://ssl.pstatic.net/imgmovie/mdi/mit110/1618/161868_P24_151256.jpg,7.88,"['페드 알바레즈', '페데 알바레즈|']","['2018', '2018']","['거미줄에 걸린 소녀', '거미줄에 걸린 소녀']",동명영화 없음
20182966,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179138,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179138_P01_151818.jpg,4.54,"['빅터 아즈에프', '빅터 아즈에프']","['2018', '2018']","['투 프렌즈', '투 프렌즈']",fit
20183050,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176354,https://ssl.pstatic.net/imgmovie/mdi/mit110/1763/176354_P13_150227.jpg,9.31,"['박준수', '박준수|']","['2018', '2018']","['번 더 스테이지: 더 무비', '번 더 스테이지: 더 무비']",동명영화 없음
20182935,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179139,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179139_P14_100455.jpg,8.76,"['노규엽', '노규엽']","['2018', '2018']","['출국', '출국']",fit
20182669,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154653,https://ssl.pstatic.net/imgmovie/mdi/mit110/1546/154653_P12_102646.jpg,8.84,"['제이슨 라이트맨', '제이슨 라이트맨']","['2018', '2018']","['툴리', '툴리']",fit
20186822,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175318,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175318_P15_105507.jpg,8.25,"['우시지마 신이치로', '우시지마 신이치로']","['2018', '2018']","['너의 췌장을 먹고 싶어', '너의 췌장을 먹고 싶어']",fit
20170513,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166610,https://ssl.pstatic.net/imgmovie/mdi/mit110/1666/166610_P58_154049.jpg,5.33,"['임진순', '임진순']","['2018', '2018']","['동네사람들', '동네사람들']",fit
20189869,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164147,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164147_P46_165808.jpg,7.49,"['김정환', '김정환']","['2018', '2018']","['해피 투게더', '해피 투게더']",fit
20174981,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160487,https://ssl.pstatic.net/imgmovie/mdi/mit110/1604/160487_P48_113750.jpg,5.07,"['김성훈', '김성훈|']","['2018', '2018']","['창궐', '창궐']",동명영화 없음
20010291,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30688,https://ssl.pstatic.net/imgmovie/mdi/mit110/0306/30688_P28_142632.jpg,9.22,"['크리스 콜럼버스', '크리스 콜럼버스|']","['2001', '2001']","['해리포터와 마법사의 돌', '해리 포터와 마법사의 돌']",동명영화 없음
20179006,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171750,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171750_P05_173050.jpg,4.21,"['유영선', '유영선']","['2018', '2018']","['여곡성', '여곡성']",fit
20181404,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164155,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164155_P03_122329.jpg,6.03,"['일라이 로스', '일라이 로스|']","['2018', '2018']","['벽 속에 숨은 마법시계', '벽 속에 숨은 마법시계']",동명영화 없음
20180523,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168050,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168050_P19_100458.jpg,9.15,"['브래들리 쿠퍼', '브래들리 쿠퍼']","['2018', '2018']","['스타 이즈 본', '스타 이즈 본']",fit
20182693,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172819,https://ssl.pstatic.net/imgmovie/mdi/mit110/1728/172819_P01_163303.jpg,7.39,"['아리 산델', '아리 산델|']","['2018', '2018']","['구스범스: 몬스터의 역습', '구스범스: 몬스터의 역습']",동명영화 없음
20180987,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170879,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170879_P03_161546.jpg,6.30,"['데이빗 고든 그린', '데이빗 고든 그린']","['2018', '2018']","['할로윈', '할로윈']",fit
20179189,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167105,https://ssl.pstatic.net/imgmovie/mdi/mit110/1671/167105_P28_103614.jpg,8.32,"['김태균', '김태균|']","['2018', '2018']","['암수살인', '암수살인']",동명영화 없음
20189067,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155356,https://ssl.pstatic.net/imgmovie/mdi/mit110/1553/155356_P29_104216.jpg,9.10,"['이지원', '이지원|']","['2018', '2018']","['미쓰백', '미쓰백']",동명영화 없음
20182403,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168047,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168047_P06_140254.jpg,7.05,"['존 추', '존 추|']","['2018', '2018']","['크레이지 리치 아시안', '크레이지 리치 아시안']",동명영화 없음
20186321,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168058,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168058_P18_101211.jpg,6.95,"['데이미언 셔젤', '데이미언 셔젤']","['2018', '2018']","['퍼스트맨', '퍼스트맨']",fit
20177221,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119428,https://ssl.pstatic.net/imgmovie/mdi/mit110/1194/119428_P08_114709.jpg,7.90,"['루벤 플레셔', '루벤 플레셔']","['2018', '2018']","['베놈', '베놈']",fit
20189123,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168023,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168023_P15_161116.jpg,8.95,"['마크 포스터', '마크 포스터|']","['2018', '2018']","['곰돌이 푸 다시 만나 행복해', '곰돌이 푸 다시 만나 행복해']",동명영화 없음
20176122,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163533,https://ssl.pstatic.net/imgmovie/mdi/mit110/1635/163533_P99_105455.jpg,8.00,"['김광식', '김광식']","['2018', '2017']","['안시성', '안시성']",fit
20184678,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174807,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174807_P19_111000.jpg,5.35,"['박진영', '박진영']","['2018', '2018']","['배반의 장미', '배반의 장미']",fit
20187521,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177381,https://ssl.pstatic.net/imgmovie/mdi/mit110/1773/177381_P01_144141.jpg,6.63,"['이시다 히로야스', '이시다 히로야스|']","['2018', '2018']","['펭귄 하이웨이', '펭귄 하이웨이']",동명영화 없음
20180628,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167481,https://ssl.pstatic.net/imgmovie/mdi/mit110/1674/167481_P05_145414.jpg,7.03,"['올리버 달리', '올리버 달리|']","['2018', '2018']","['액슬', '액슬']",동명영화 없음
20180770,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178402,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178402_P16_115047.jpg,5.15,"['마이크 데블린', '마이크 데블린|']","['2018', '2018']","['다이노 어드벤처2: 육해공 공룡 대백과', '다이노 어드벤처2: 육해공 공룡 대백과']",동명영화 없음
20189462,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158620,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158620_P19_101107.jpg,8.51,"['존 스티븐슨', '존 스티븐슨|']","['2018', '2018']","['셜록 놈즈', '셜록 놈즈']",동명영화 없음
20177308,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164106,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164106_P16_135532.jpg,7.36,"['이종석', '이종석']","['2018', '2018']","['협상', '협상']",fit
20188661,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170824,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170824_P15_182407.jpg,7.53,"['마이클 수지', '마이클 수지']","['2018', '2018']","['에브리데이', '에브리데이']",fit
20172204,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162981,https://ssl.pstatic.net/imgmovie/mdi/mit110/1629/162981_P72_153440.jpg,7.06,"['박희곤', '박희곤']","['2018', '2017']","['명당', '명당']",fit
20167903,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152156,https://ssl.pstatic.net/imgmovie/mdi/mit110/1521/152156_P76_134247.jpg,6.63,"['조원희', '조원희|']","['2018', '2018']","['원더풀 고스트', '원더풀 고스트']",동명영화 없음
20189262,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168049,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168049_P02_145901.jpg,6.67,"['코린 하디', '코린 하디']","['2018', '2018']","['더 넌', '더 넌']",fit
20185046,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172425,https://ssl.pstatic.net/imgmovie/mdi/mit110/1724/172425_P04_130843.jpg,8.92,"['아니쉬 차간티', '아니쉬 차간티']","['2018', '2017']","['서치', '서치']",fit
20188304,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170496,https://ssl.pstatic.net/imgmovie/mdi/mit110/1704/170496_P19_142149.jpg,8.84,"['우시로 신지', '우시로 신지|']","['2018', '2017']","['극장판 요괴워치 섀도사이드: 도깨비왕의 부활', '극장판 요괴워치 섀도사이드: 도깨비왕의 부활']",동명영화 없음
20189268,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178214,https://ssl.pstatic.net/imgmovie/mdi/mit110/1782/178214_P10_102058.jpg,8.90,"['울프강 라우엔슈타인', '울프강 라우엔슈타인|크리스토프 라우엔슈타인']","['2018', '2018']","['루이스', '루이스']",fit
20180167,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178426,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178426_P18_102633.jpg,5.33,"['닛타 노리오', '닛타 노리오|']","['2018', '2018']","['에그엔젤 코코밍: 두근두근 핼러윈 파티', '에그엔젤 코코밍: 두근두근 핼러윈 파티']",동명영화 없음
20189746,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178445,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178445_P01_100308.jpg,9.00,"['정미화', '정미화|']","['2018', '2018']","['극장판 뽀잉: 슈퍼 변신의 비밀', '극장판 뽀잉: 슈퍼 변신의 비밀']",동명영화 없음
20156554,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132996,https://ssl.pstatic.net/imgmovie/mdi/mit110/1329/132996_P35_100121.jpg,4.82,"['허종호', '허종호|']","['2018', '2018']","['물괴', '물괴']",동명영화 없음
20153446,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140652,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140652_P38_143110.jpg,8.42,"['이석근', '이석근']","['2018', '2018']","['너의 결혼식', '너의 결혼식']",fit
20188581,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127335,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127335_P10_172314.jpg,5.82,"['쉐인 블랙', '셰인 블랙|']","['2018', '2018']","['더 프레데터', '더 프레데터']",동명영화 없음
20189362,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174626,https://ssl.pstatic.net/imgmovie/mdi/mit110/1746/174626_P11_140653.jpg,9.02,"['리 워넬', '리 워넬']","['2018', '2018']","['업그레이드', '업그레이드']",fit
20177537,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172010,https://ssl.pstatic.net/imgmovie/mdi/mit110/1720/172010_P10_141651.jpg,4.25,"['변혁', '변혁']","['2018', '2018']","['상류사회', '상류사회']",fit
20181942,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164115,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164115_P50_104521.jpg,8.96,"['올 파커', '올 파커|']","['2018', '2018']","['맘마미아!2', '맘마미아!2']",동명영화 없음
20186202,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167697,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167697_P01_113354.jpg,7.71,"['김용화', '김용화|']","['2018', '2017']","['신과함께-인과 연', '신과함께-인과 연']",동명영화 없음
20179101,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153687,https://ssl.pstatic.net/imgmovie/mdi/mit110/1536/153687_P54_102718.jpg,6.85,"['윤종빈', '윤종빈']","['2018', '2018']","['공작', '공작']",fit
20170670,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169015,https://ssl.pstatic.net/imgmovie/mdi/mit110/1690/169015_P29_104430.jpg,4.86,"['조규장', '조규장']","['2018', '2017']","['목격자', '목격자']",fit
20189261,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172768,https://ssl.pstatic.net/imgmovie/mdi/mit110/1727/172768_P23_140008.jpg,8.73,"['발타자르 코루마쿠르', '발타자르 코루마쿠르|']","['2018', '2018']","['어드리프트:우리가 함께한 바다', '어드리프트:우리가 함께한 바다']",동명영화 없음
20187647,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167602,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167602_P09_101816.jpg,7.91,"['수잔나 포겔', '수잔나 포겔|']","['2018', '2018']","['나를 차버린 스파이', '나를 차버린 스파이']",동명영화 없음
20181181,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154222,https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154222_P07_114856.jpg,9.12,"['크리스토퍼 맥쿼리', '크리스토퍼 맥쿼리|']","['2018', '2018']","['미션 임파서블: 폴아웃', '미션 임파서블: 폴아웃']",동명영화 없음
20139221,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47370,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/47370_P32_143517.jpg,8.28,"['알폰소 쿠아론', '알폰소 쿠아론']","['2013', '2013']","['그래비티', '그래비티']",fit
20184802,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169643,https://ssl.pstatic.net/imgmovie/mdi/mit110/1696/169643_P26_103310.jpg,8.59,"['젠디 타타코브스키', '젠디 타타코브스키|']","['2018', '2018']","['몬스터 호텔 3', '몬스터 호텔 3']",동명영화 없음
20183584,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152661,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152661_P02_173353.jpg,5.87,"['존 터틀타웁', '존 터틀타웁']","['2018', '2018']","['메가로돈', '메가로돈']",fit
20187657,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171499,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171499_P38_160259.jpg,7.41,"['피터 버그', '피터 버그|']","['2018', '2018']","['마일22', '마일 22']",동명영화 없음
20187641,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172118,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172118_P13_110330.jpg,8.76,"['이마이 카즈아키', '이마이 카즈아키|']","['2018', '2018']","['극장판 도라에몽: 진구의 보물섬', '극장판 도라에몽: 진구의 보물섬']",동명영화 없음
20187427,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173019,https://ssl.pstatic.net/imgmovie/mdi/mit110/1730/173019_P30_150613.jpg,9.07,"['타치카와 유즈루', '타치카와 유즈루|']","['2018', '2018']","['명탐정 코난 : 제로의 집행인', '명탐정 코난 : 제로의 집행인']",동명영화 없음
20186501,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175727,https://ssl.pstatic.net/imgmovie/mdi/mit110/1757/175727_P08_154401.jpg,9.23,"['최신규', '김진철|최신규|']","['2018', '2018']","['극장판 헬로카봇 : 백악기 시대', '극장판 헬로카봇 : 백악기 시대']",동명영화 없음
20183361,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136990,https://ssl.pstatic.net/imgmovie/mdi/mit110/1369/136990_P27_140604.jpg,9.23,"['브래드 버드', '브래드 버드']","['2018', '2018']","['인크레더블 2', '인크레더블 2']",fit
20185242,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174805,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174805_P12_100714.jpg,8.72,"['김병갑', '김병갑|']","['2018', '2018']","['신비아파트: 금빛 도깨비와 비밀의 동굴', '신비아파트: 금빛 도깨비와 비밀의 동굴']",동명영화 없음
20186121,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172174,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172174_P20_110537.jpg,9.21,"['고레에다 히로카즈', '고레에다 히로카즈']","['2018', '2018']","['어느 가족', '어느 가족']",fit
20170942,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109906,https://ssl.pstatic.net/imgmovie/mdi/mit110/1099/109906_P00_103901.jpg,3.85,"['김지운', '김지운']","['2018', '2018']","['인랑', '인랑']",fit
20180522,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144330,https://ssl.pstatic.net/imgmovie/mdi/mit110/1443/144330_P05_110325.jpg,8.62,"['페이튼 리드', '페이튼 리드|']","['2018', '2018']","['앤트맨과 와스프', '앤트맨과 와스프']",동명영화 없음
20185341,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175322,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175322_P98_135944.jpg,8.18,"['박훈정', '박훈정']","['2018', '2018']","['마녀', '마녀']",fit
